Group,Title
B60N,SEATS SPECIALLY ADAPTED FOR VEHICLES; VEHICLE PASSENGER ACCOMMODATION NOT OTHERWISE PROVIDED FOR
B60P,"VEHICLES ADAPTED FOR LOAD TRANSPORTATION OR TO TRANSPORT, TO CARRY, OR TO COMPRISE SPECIAL LOADS OR OBJECTS  (vehicles with special provisions for transporting patients or disabled persons, or their personal conveyances"
B60Q,"ARRANGEMENT OF SIGNALLING OR LIGHTING DEVICES, THE MOUNTING OR SUPPORTING THEREOF OR CIRCUITS THEREFOR, FOR VEHICLES IN GENERAL"
B60R,"VEHICLES, VEHICLE FITTINGS, OR VEHICLE PARTS, NOT OTHERWISE PROVIDED FOR"
B60S,"SERVICING, CLEANING, REPAIRING, SUPPORTING, LIFTING, OR MANOEUVRING OF VEHICLES, NOT OTHERWISE PROVIDED FOR"
B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF; BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL  (electrodynamic brake systems for vehicle, in general"
B60V,AIR-CUSHION VEHICLES
B60W,CONJOINT CONTROL OF VEHICLE SUB-UNITS OF DIFFERENT TYPE OR DIFFERENT FUNCTION; CONTROL SYSTEMS SPECIALLY ADAPTED FOR HYBRID VEHICLES; ROAD VEHICLE DRIVE CONTROL SYSTEMS FOR PURPOSES NOT RELATED TO THE CONTROL OF A PARTICULAR SUB-UNIT
B60Y,INDEXING SCHEME RELATING TO ASPECTS CROSS-CUTTING VEHICLE TECHNOLOGY
B61B,"RAILWAY SYSTEMS; EQUIPMENT THEREFOR NOT OTHERWISE PROVIDED FOR  (lifts or hoists, elevators, escalators, moving walkways"
B61C,LOCOMOTIVES; MOTOR RAILCARS  (vehicles in general
B61D,BODY DETAILS OR KINDS OF RAILWAY VEHICLES  (vehicles in general
B61F,"RAIL VEHICLE SUSPENSIONS, e.g. UNDERFRAMES, BOGIES OR ARRANGEMENTS OF WHEEL AXLES; RAIL VEHICLES FOR USE ON TRACKS OF DIFFERENT WIDTH; PREVENTING DERAILING OF RAIL VEHICLES; WHEEL GUARDS, OBSTRUCTION REMOVERS OR THE LIKE FOR RAIL VEHICLES  (for vehicles in general"
B61G,COUPLINGS; DRAUGHT AND BUFFING APPLIANCES  (vehicle connections in general
B61H,BRAKES OR OTHER RETARDING DEVICES SPECIALLY ADAPTED FOR RAIL VEHICLES; ARRANGEMENT OR DISPOSITION THEREOF IN RAIL VEHICLES  (electrodynamic braking of vehicles
B61J,SHIFTING OR SHUNTING OF RAIL VEHICLES  (shifting vehicles in general
B61K,"AUXILIARY EQUIPMENT SPECIALLY ADAPTED FOR RAILWAYS, NOT OTHERWISE PROVIDED FOR  (energy-storing brakes"
B61L,GUIDING RAILWAY TRAFFIC; ENSURING THE SAFETY OF RAILWAY TRAFFIC  (brakes or auxiliary equipment
B62B,"HAND-PROPELLED VEHICLES, e.g. HAND CARTS OR PERAMBULATORS; SLEDGES  (characterised by animal propulsion"
B62C,VEHICLES DRAWN BY ANIMALS
B62D,"MOTOR VEHICLES; TRAILERS  (steering, or guiding on a desired track, of agricultural machines or implements"
B62H,CYCLE STANDS; SUPPORTS OR HOLDERS FOR PARKING OR STORING CYCLES; APPLIANCES PREVENTING OR INDICATING UNAUTHORIZED USE OR THEFT OF CYCLES; LOCKS INTEGRAL WITH CYCLES; DEVICES FOR LEARNING TO RIDE CYCLES
B62J,"CYCLE SADDLES OR SEATS; AUXILIARY DEVICES OR ACCESSORIES SPECIALLY ADAPTED TO CYCLES AND NOT OTHERWISE PROVIDED FOR, e.g. ARTICLE CARRIERS OR CYCLE PROTECTORS"
B62K,"CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDE-CARS, FORECARS, OR THE LIKE"
B62L,BRAKES SPECIALLY ADAPTED FOR CYCLES {(arrangements in cycles for adjusting wheel-braking force to meet varying vehicular or ground-surface conditions
B62M,RIDER PROPULSION OF WHEELED VEHICLES OR SLEDGES; POWERED PROPULSION OF SLEDGES OR {SINGLE-TRACK} CYCLES; TRANSMISSIONS SPECIALLY ADAPTED FOR SUCH VEHICLES  (arrangements or mounting of transmissions in vehicles in general
B63B,"SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING   (arrangements of vessel ventilation, heating, cooling, or air-conditioning"
B63C,"LAUNCHING, HAULING-OUT, OR DRY-DOCKING OF VESSELS; LIFE-SAVING IN WATER; EQUIPMENT FOR DWELLING OR WORKING UNDER WATER; MEANS FOR SALVAGING OR SEARCHING FOR UNDERWATER OBJECTS  (floating nets, floating slipways, or the like for recovering aircraft from the water"
B63G,"OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS; MINE-LAYING; MINE-SWEEPING; SUBMARINES; AIRCRAFT CARRIERS  (means of attack or defence in general, e.g. turrets"
B63H,MARINE PROPULSION OR STEERING  (propulsion of air-cushion vehicles
B63J,AUXILIARIES ON VESSELS
B64B,LIGHTER-THAN AIR AIRCRAFT
B64C,AEROPLANES; HELICOPTERS
B64D,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT; FLIGHT SUITS; PARACHUTES; ARRANGEMENT OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS IN AIRCRAFT
B64F,"GROUND OR AIRCRAFT-CARRIER-DECK INSTALLATIONS SPECIALLY ADAPTED FOR USE IN CONNECTION WITH AIRCRAFT; DESIGNING, MANUFACTURING, ASSEMBLING, CLEANING, MAINTAINING OR REPAIRING AIRCRAFT, NOT OTHERWISE PROVIDED FOR; HANDLING, TRANSPORTING, TESTING OR INSPECTING AIRCRAFT COMPONENTS, NOT OTHERWISE PROVIDED FOR"
B64G,COSMONAUTICS; VEHICLES OR EQUIPMENT THEREFOR
B64U,UNMANNED AERIAL VEHICLES [UAV]; EQUIPMENT THEREFOR
B65B,"MACHINES, APPARATUS OR DEVICES FOR, OR METHODS OF, PACKAGING ARTICLES OR MATERIALS; UNPACKING  (bundling and pressing devices for cigars"
B65C,"LABELLING OR TAGGING MACHINES, APPARATUS, OR PROCESSES  (nailing or stapling in general"
B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS; ACCESSORIES, CLOSURES, OR FITTINGS THEREFOR; PACKAGING ELEMENTS; PACKAGES"
B65F,GATHERING OR REMOVAL OF DOMESTIC OR LIKE REFUSE  (disinfecting refuse
B65G,"TRANSPORT OR STORAGE DEVICES, e.g. CONVEYORS FOR LOADING OR TIPPING, SHOP CONVEYOR SYSTEMS OR PNEUMATIC TUBE CONVEYORS  (packaging"
B65H,"HANDLING THIN OR FILAMENTARY MATERIAL, e.g. SHEETS, WEBS, CABLES"
B66B,ELEVATORS; ESCALATORS OR MOVING WALKWAYS  ({apparatus for raising or lowering persons on theatrical stages or the like
B66C,"CRANES; LOAD-ENGAGING ELEMENTS OR DEVICES FOR CRANES, CAPSTANS, WINCHES, OR TACKLES  ({specially adapted for lifting invalids"
B66D,"CAPSTANS; WINCHES; TACKLES, e.g. PULLEY BLOCKS; HOISTS  (winding or unwinding ropes or cables for feeding or storage purposes"
B66F,"HOISTING, LIFTING, HAULING OR PUSHING, NOT OTHERWISE PROVIDED FOR, e.g. DEVICES WHICH APPLY A LIFTING OR PUSHING FORCE DIRECTLY TO THE SURFACE OF A LOAD  ({invalid lifting devices"
B67B,"APPLYING CLOSURE MEMBERS TO BOTTLES JARS, OR SIMILAR CONTAINERS; OPENING CLOSED CONTAINERS  (opening or closing devices attached to, or incorporated in, containers or container closures"
B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS"
B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR  (cleaning pipes or tubes or systems of pipes or tubes"
B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE
B68C,SADDLES; STIRRUPS
B68F,"MAKING ARTICLES FROM LEATHER, CANVAS, OR THE LIKE"
B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR"
B81B,"MICROSTRUCTURAL DEVICES OR SYSTEMS, e.g. MICROMECHANICAL DEVICES  (piezoelectric, electrostrictive or magnetostrictive elements per se"
B81C,PROCESSES OR APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OR TREATMENT OF MICROSTRUCTURAL DEVICES OR SYSTEMS  (making microcapsules or microballoons
B82B,"NANOSTRUCTURES FORMED BY MANIPULATION OF INDIVIDUAL ATOMS, MOLECULES, OR LIMITED COLLECTIONS OF ATOMS OR MOLECULES AS DISCRETE UNITS; MANUFACTURE OR TREATMENT THEREOF"
B82Y,SPECIFIC USES OR APPLICATIONS OF NANOSTRUCTURES; MEASUREMENT OR ANALYSIS OF NANOSTRUCTURES; MANUFACTURE OR TREATMENT OF NANOSTRUCTURES
C01B,NON-METALLIC ELEMENTS; COMPOUNDS THEREOF; {METALLOIDS OR COMPOUNDS THEREOF NOT COVERED BY SUBCLASS
C01C,"AMMONIA; CYANOGEN; COMPOUNDS THEREOF  ({metal hydrides, monoborane, diborane or addition complexes thereof"
C01D,"COMPOUNDS OF ALKALI METALS, i.e. LITHIUM, SODIUM, POTASSIUM, RUBIDIUM, CAESIUM, OR FRANCIUM  (metal hydrides {monoborane, diborane or addition complexes thereof}"
C01F,"COMPOUNDS OF THE METALS BERYLLIUM, MAGNESIUM, ALUMINIUM, CALCIUM, STRONTIUM, BARIUM, RADIUM, THORIUM, OR OF THE RARE-EARTH METALS  (metal hydrides {monoborane, diborane or addition complexes thereof}"
C01G,COMPOUNDS CONTAINING METALS NOT COVERED BY SUBCLASSES
C01P,INDEXING SCHEME RELATING TO STRUCTURAL AND PHYSICAL ASPECTS OF SOLID INORGANIC COMPOUNDS
C02F,"TREATMENT OF WATER, WASTE WATER, SEWAGE, OR SLUDGE  (separation in general"
C03B,"MANUFACTURE, SHAPING, OR SUPPLEMENTARY PROCESSES"
C03C,"CHEMICAL COMPOSITION OF GLASSES, GLAZES OR VITREOUS ENAMELS; SURFACE TREATMENT OF GLASS; SURFACE TREATMENT OF FIBRES OR FILAMENTS MADE FROM GLASS, MINERALS OR SLAGS; JOINING GLASS TO GLASS OR OTHER MATERIALS"
C04B,"LIME, MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF, e.g. MORTARS, CONCRETE OR LIKE BUILDING MATERIALS; ARTIFICIAL STONE {(roofing granules"
C05B,PHOSPHATIC FERTILISERS
C05C,NITROGENOUS FERTILISERS
C05D,INORGANIC FERTILISERS NOT COVERED BY SUBCLASSES
C05F,ORGANIC FERTILISERS NOT COVERED BY SUBCLASSES
C05G,MIXTURES OF FERTILISERS COVERED INDIVIDUALLY BY DIFFERENT SUBCLASSES OF CLASS
C06B,EXPLOSIVES OR THERMIC COMPOSITIONS  (blasting
C06C,DETONATING OR PRIMING DEVICES; FUSES  (ammunition fuzes
C06D,MEANS FOR GENERATING SMOKE OR MIST; GAS-ATTACK COMPOSITIONS; GENERATION OF GAS FOR BLASTING OR PROPULSION (CHEMICAL PART)  (fuels
C06F,MATCHES; MANUFACTURE OF MATCHES
C07B,GENERAL METHODS OF ORGANIC CHEMISTRY; APPARATUS THEREFOR  (preparation of carboxylic acid esters by telomerisation
C07C,ACYCLIC OR CARBOCYCLIC COMPOUNDS
C07D,HETEROCYCLIC COMPOUNDS  (macromolecular compounds
C07F,"ACYCLIC, CARBOCYCLIC OR HETEROCYCLIC COMPOUNDS CONTAINING ELEMENTS OTHER THAN CARBON, HYDROGEN, HALOGEN, OXYGEN, NITROGEN, SULFUR, SELENIUM OR TELLURIUM  (metal-containing porphyrins"
C07G,COMPOUNDS OF UNKNOWN CONSTITUTION
C07H,SUGARS; DERIVATIVES THEREOF; NUCLEOSIDES; NUCLEOTIDES; NUCLEIC ACIDS  (derivatives of aldonic or saccharic acids
C07J,STEROIDS  (seco-steroids
C07K,PEPTIDES  (peptides in foodstuffs
C08B,POLYSACCHARIDES; DERIVATIVES THEREOF  (polysaccharides containing less than six saccharide radicals attached to each other by glycosidic linkages
C08C,TREATMENT OR CHEMICAL MODIFICATION OF RUBBERS
C08F,MACROMOLECULAR COMPOUNDS OBTAINED BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS
C08G,MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING UNSATURATED CARBON-TO-CARBON BONDS
C08H,DERIVATIVES OF NATURAL MACROMOLECULAR COMPOUNDS  (polysaccharides
C08J,WORKING-UP; GENERAL PROCESSES OF COMPOUNDING; AFTER-TREATMENT NOT COVERED BY SUBCLASSES
C08K,"Use of inorganic or non-macromolecular organic substances as compounding ingredients  (paints, inks, varnishes, dyes, polishes, adhesives"
C08L,COMPOSITIONS OF MACROMOLECULAR COMPOUNDS  (compositions based on polymerisable monomers
C09B,"ORGANIC DYES OR CLOSELY-RELATED COMPOUNDS FOR PRODUCING DYES {, e.g. PIGMENTS}; MORDANTS; LAKES  (fermentation or enzyme using processes to synthesise a desired chemical compound"
C09C,"TREATMENT OF INORGANIC MATERIALS, OTHER THAN FIBROUS FILLERS, TO ENHANCE THEIR PIGMENTING OR FILLING PROPERTIES   (treatment of materials specially adapted to enhance their filling properties in mortars, concrete or artificial stone"
C09D,"COATING COMPOSITIONS, e.g. PAINTS, VARNISHES OR LACQUERS; FILLING PASTES; CHEMICAL PAINT OR INK REMOVERS; INKS; CORRECTING FLUIDS; WOODSTAINS; PASTES OR SOLIDS FOR COLOURING OR PRINTING; USE OF MATERIALS THEREFOR  (cosmetics"
C09F,"NATURAL RESINS; FRENCH POLISH; DRYING-OILS; OIL DRYING AGENTS, i.e. SICCATIVES; TURPENTINE"
C09G,POLISHING COMPOSITIONS  (French polish
C09H,PREPARATION OF GLUE OR GELATINE
C09J,ADHESIVES; NON-MECHANICAL ASPECTS OF ADHESIVE PROCESSES IN GENERAL; ADHESIVE PROCESSES NOT PROVIDED FOR ELSEWHERE; USE OF MATERIALS AS ADHESIVES  (preparation of glue or gelatine
C09K,"MATERIALS FOR MISCELLANEOUS APPLICATIONS, NOT PROVIDED FOR ELSEWHERE"
C10B,"DESTRUCTIVE DISTILLATION OF CARBONACEOUS MATERIALS FOR PRODUCTION OF GAS, COKE, TAR, OR SIMILAR MATERIALS  (cracking oils"
C10C,"WORKING-UP PITCH, ASPHALT, BITUMEN, TAR; PYROLIGNEOUS ACID  (compositions of bituminous materials"
C10F,DRYING OR WORKING-UP OF PEAT
C10G,"CRACKING HYDROCARBON OILS; PRODUCTION OF LIQUID HYDROCARBON MIXTURES, e.g. BY DESTRUCTIVE HYDROGENATION, OLIGOMERISATION, POLYMERISATION  (cracking to hydrogen or synthesis gas"
C10H,PRODUCTION OF ACETYLENE BY WET METHODS {(purification of acetylene
C10J,"PRODUCTION OF PRODUCER GAS, WATER-GAS, SYNTHESIS GAS FROM SOLID CARBONACEOUS MATERIAL, OR MIXTURES CONTAINING THESE GASES  (synthesis gas from liquid or gaseous hydrocarbons"
C10K,PURIFYING OR MODIFYING THE CHEMICAL COMPOSITION OF COMBUSTIBLE GASES CONTAINING CARBON MONOXIDE
C10L,"FUELS NOT OTHERWISE PROVIDED FOR  (fuels for generating pressure gas, e.g. for rockets"
C10M,LUBRICATING COMPOSITIONS  (well drilling compositions
C10N,INDEXING SCHEME ASSOCIATED WITH SUBCLASS
C11B,"PRODUCING, e.g. BY PRESSING RAW MATERIALS OR BY EXTRACTION FROM WASTE MATERIALS, REFINING OR PRESERVING FATS, FATTY SUBSTANCES, e.g. LANOLIN, FATTY OILS OR WAXES; ESSENTIAL OILS; PERFUMES  (drying-oils"
C11C,"FATTY ACIDS FROM FATS, OILS OR WAXES; CANDLES; FATS, OILS OR FATTY ACIDS BY CHEMICAL MODIFICATION OF FATS, OILS, OR FATTY ACIDS OBTAINED THEREFROM"
C11D,DETERGENT COMPOSITIONS; USE OF SINGLE SUBSTANCES AS DETERGENTS; SOAP OR SOAP-MAKING; RESIN SOAPS; RECOVERY OF GLYCEROL
C12C,BEER; PREPARATION OF BEER BY FERMENTATION  (ageing or ripening by storing
C12F,RECOVERY OF BY-PRODUCTS OF FERMENTED SOLUTIONS  (removal of yeast from wine or sparkling wine
C12G,WINE; PREPARATION THEREOF; ALCOHOLIC BEVERAGES  (beer
C12H,"PASTEURISATION, STERILISATION, PRESERVATION, PURIFICATION, CLARIFICATION OR AGEING OF ALCOHOLIC BEVERAGES; METHODS FOR ALTERING THE ALCOHOL CONTENT OF FERMENTED SOLUTIONS OR ALCOHOLIC BEVERAGES  (simulation ageing by flavouring"
C12J,VINEGAR; PREPARATION OR PURIFICATION THEREOF
C12L,PITCHING OR DEPITCHING MACHINES; CELLAR TOOLS  (cleaning of casks
C12M,"APPARATUS FOR ENZYMOLOGY OR MICROBIOLOGY; {APPARATUS FOR CULTURING MICROORGANISMS FOR PRODUCING BIOMASS, FOR GROWING CELLS OR FOR OBTAINING FERMENTATION OR METABOLIC PRODUCTS, i.e. BIOREACTORS OR FERMENTERS}"
C12N,"MICROORGANISMS OR ENZYMES; COMPOSITIONS THEREOF; PROPAGATING, PRESERVING, OR MAINTAINING MICROORGANISMS; MUTATION OR GENETIC ENGINEERING; CULTURE MEDIA  (microbiological testing media"
C12P,FERMENTATION OR ENZYME-USING PROCESSES TO SYNTHESISE A DESIRED CHEMICAL COMPOUND OR COMPOSITION OR TO SEPARATE OPTICAL ISOMERS FROM A RACEMIC MIXTURE {(brewing of beer
C12Q,"MEASURING OR TESTING PROCESSES INVOLVING ENZYMES, NUCLEIC ACIDS OR MICROORGANISMS  (immunoassay"
C12R,INDEXING SCHEME ASSOCIATED WITH SUBCLASSES
C12Y,ENZYMES
C13B,PRODUCTION OF SUCROSE; APPARATUS SPECIALLY ADAPTED THEREFOR  (chemically synthesised sugars or sugar derivatives
C13K,"SACCHARIDES OBTAINED FROM NATURAL SOURCES OR BY HYDROLYSIS OF NATURALLY OCCURRING DISACCHARIDES, OLIGOSACCHARIDES OR POLYSACCHARIDES  (chemically synthesised sugars or sugar derivatives"
C14B,"MECHANICAL TREATMENT OR PROCESSING OF SKINS, HIDES OR LEATHER IN GENERAL; PELT-SHEARING MACHINES; INTESTINE-SPLITTING MACHINES  (making leather substitutes"
C14C,"CHEMICAL TREATMENT OF HIDES, SKINS OR LEATHER, e.g. TANNING, IMPREGNATING, FINISHING; APPARATUS THEREFOR; COMPOSITIONS FOR TANNING  (bleaching of leather or furs"
C21B,MANUFACTURE OF IRON OR STEEL  (preliminary treatment of ferrous ores or scrap
C21C,"PROCESSING OF PIG-IRON, e.g. REFINING, MANUFACTURE OF WROUGHT-IRON OR STEEL; TREATMENT IN MOLTEN STATE OF FERROUS ALLOYS  (refining metals in general"
C21D,"MODIFYING THE PHYSICAL STRUCTURE OF FERROUS METALS; GENERAL DEVICES FOR HEAT TREATMENT OF FERROUS OR NON-FERROUS METALS OR ALLOYS; MAKING METAL MALLEABLE, e.g. BY DECARBURISATION OR TEMPERING  (surface treatment of metallic material involving at least one process provided for in class"
C22B,PRODUCTION AND REFINING OF METALS  (electrolytic
C22C,ALLOYS  (flints
C22F,CHANGING THE PHYSICAL STRUCTURE OF NON-FERROUS METALS AND NON-FERROUS ALLOYS  (surface treatment of metallic material involving at least one process provided for in class
C23C,"COATING METALLIC MATERIAL; COATING MATERIAL WITH METALLIC MATERIAL; SURFACE TREATMENT OF METALLIC MATERIAL BY DIFFUSION INTO THE SURFACE, BY CHEMICAL CONVERSION OR SUBSTITUTION; COATING BY VACUUM EVAPORATION, BY SPUTTERING, BY ION IMPLANTATION OR BY CHEMICAL VAPOUR DEPOSITION, IN GENERAL  (making metal-coated products by extrusion"
C23D,"ENAMELLING OF, OR APPLYING A VITREOUS LAYER TO, METALS"
C23F,NON-MECHANICAL REMOVAL OF METALLIC MATERIAL FROM SURFACE  (working metal by laser beams
C23G,CLEANING OR DE-GREASING OF METALLIC MATERIAL BY CHEMICAL METHODS OTHER THAN ELECTROLYSIS
C25B,ELECTROLYTIC OR ELECTROPHORETIC PROCESSES FOR THE PRODUCTION OF COMPOUNDS OR NON-METALS; APPARATUS THEREFOR  (anodic or cathodic protection
C25C,"PROCESSES FOR THE ELECTROLYTIC PRODUCTION, RECOVERY OR REFINING OF METALS; APPARATUS THEREFOR"
C25D,PROCESSES FOR THE ELECTROLYTIC OR ELECTROPHORETIC PRODUCTION OF COATINGS; ELECTROFORMING; APPARATUS THEREFOR
C25F,PROCESSES FOR THE ELECTROLYTIC REMOVAL OF MATERIALS FROM OBJECTS; APPARATUS THEREFOR
C30B,"SINGLE-CRYSTAL GROWTH  (by using ultra-high pressure, e.g. for the formation of diamonds,"
C40B,"COMBINATORIAL CHEMISTRY; LIBRARIES, e.g. CHEMICAL LIBRARIES  (in silico combinatorial libraries of nucleic acids, proteins or peptides"
D01B,"MECHANICAL TREATMENT OF NATURAL FIBROUS OR FILAMENTARY MATERIAL TO OBTAIN FIBRES OF FILAMENTS, e.g. FOR SPINNING  (crude extraction of asbestos fibres from ores"
D01C,CHEMICAL OR BIOLOGICAL TREATMENT OF NATURAL FILAMENTARY OR FIBROUS MATERIAL TO OBTAIN FILAMENTS OR FIBRES FOR SPINNING; CARBONISING RAGS TO RECOVER ANIMAL FIBRES
D01D,"MECHANICAL METHODS OR APPARATUS IN THE MANUFACTURE OF ARTIFICIAL FILAMENTS, THREADS, FIBRES, BRISTLES OR RIBBONS"
D01F,"CHEMICAL FEATURES IN THE MANUFACTURE OF ARTIFICIAL FILAMENTS, THREADS, FIBRES, BRISTLES OR RIBBONS; APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OF CARBON FILAMENTS"
D01G,"PRELIMINARY TREATMENT OF FIBRES, e.g. FOR SPINNING  (winding or unwinding, conducting or guiding laps, webs, slivers or rovings in general, sliver or roving cans, depositing in sliver or roving cabs"
D01H,SPINNING OR TWISTING  (twisting oakum
D02G,"CRIMPING OR CURLING FIBRES, FILAMENTS, THREADS, OR YARNS; YARNS OR THREADS"
D02H,"WARPING, BEAMING OR LEASING"
D02J,"FINISHING OR DRESSING OF FILAMENTS, YARNS, THREADS, CORDS, ROPES OR THE LIKE  (curling or crimping"
D03C,SHEDDING MECHANISMS; PATTERN CARDS OR CHAINS; PUNCHING OF CARDS; DESIGNING PATTERNS
D03D,WOVEN FABRICS; METHODS OF WEAVING; LOOMS
D03J,AUXILIARY WEAVING APPARATUS; WEAVERS' TOOLS; SHUTTLES
D04B,KNITTING
D04C,"BRAIDING OR MANUFACTURE OF LACE, INCLUDING BOBBIN-NET OR CARBONISED LACE; BRAIDING MACHINES; BRAID; LACE  (machines for making soles from strips of material"
D04D,"TRIMMINGS; RIBBONS, TAPES OR BANDS, NOT OTHERWISE PROVIDED FOR  (fittings or trimmings for hats, e.g. hat bands"
D04G,MAKING NETS BY KNOTTING OF FILAMENTARY MATERIAL; MAKING KNOTTED CARPETS OR TAPESTRIES; KNOTTING NOT OTHERWISE PROVIDED FOR  (binding knotters for harvesters
D04H,"MAKING TEXTILE FABRICS, e.g. FROM FIBRES OR FILAMENTARY MATERIAL  (weaving"
D05B,SEWING  (appliances for the tailoring trade
D05C,EMBROIDERING; TUFTING  (making non-woven fabrics
D06B,"TREATING TEXTILE MATERIALS USING LIQUIDS, GASES OR VAPOURS  (mechanical treatment of natural fibrous or filamentary material to obtain fibres or filaments"
D06C,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS"
D06F,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES"
D06G,"MECHANICAL OR PRESSURE CLEANING OF CARPETS, RUGS, SACKS, HIDES, OR OTHER SKIN OR TEXTILE ARTICLES OR FABRICS; TURNING INSIDE-OUT FLEXIBLE TUBULAR OR OTHER HOLLOW ARTICLES"
D06H,"MARKING, INSPECTING, SEAMING OR SEVERING TEXTILE MATERIALS  (seaming by sewing"
D06J,"PLEATING, KILTING OR GOFFERING TEXTILE FABRICS OR WEARING APPAREL  ({corrugating, creasing, or otherwise deforming paper, or material worked in a manner analogous to paper, without removing material"
D06L,"DRY-CLEANING, WASHING OR BLEACHING FIBRES, FILAMENTS, THREADS, YARNS, FABRICS, FEATHERS OR MADE-UP FIBROUS GOODS; BLEACHING LEATHER OR FURS"
D06M,"TREATMENT, NOT PROVIDED FOR ELSEWHERE IN CLASS"
D06N,"WALL, FLOOR, OR LIKE COVERING MATERIALS, e.g. LINOLEUM, OILCLOTH, ARTIFICIAL LEATHER, ROOFING FELT, CONSISTING OF A FIBROUS WEB COATED WITH A LAYER OF MACROMOLECULAR MATERIAL; FLEXIBLE SHEET MATERIAL NOT OTHERWISE PROVIDED FOR"
D06P,"DYEING OR PRINTING TEXTILES; DYEING LEATHER, FURS OR SOLID MACROMOLECULAR SUBSTANCES IN ANY FORM"
D06Q,"DECORATING TEXTILES  (textile threads, filaments, yarns or tow, glued on macromolecular material"
D07B,ROPES OR CABLES IN GENERAL  (joining ropes or cables to one another or to other objects
D21B,FIBROUS RAW MATERIALS OR THEIR MECHANICAL TREATMENT
D21C,PRODUCTION OF CELLULOSE BY REMOVING NON-CELLULOSE SUBSTANCES FROM CELLULOSE-CONTAINING MATERIALS; REGENERATION OF PULPING LIQUORS; APPARATUS THEREFOR
D21D,TREATMENT OF THE MATERIALS BEFORE PASSING TO THE PAPER-MAKING MACHINE
D21F,PAPER-MAKING MACHINES; METHODS OF PRODUCING PAPER THEREON
D21G,"CALENDERS; ACCESSORIES FOR PAPER-MAKING MACHINES  (winders or rewinders for finished products, means for adjustment of wrinkles or lateral extensions"
D21H,PULP COMPOSITIONS; PREPARATION THEREOF NOT COVERED BY SUBCLASSES
D21J,FIBREBOARD; MANUFACTURE OF ARTICLES FROM CELLULOSIC FIBROUS SUSPENSIONS OR FROM PAPIER-MACHE  (manufacture of articles by dry processes
E01B,"PERMANENT WAY; PERMANENT-WAY TOOLS; MACHINES FOR MAKING RAILWAYS OF ALL KINDS  (derailing or rerailing blocks on track, track brakes or retarders"
E01C,"CONSTRUCTION OF, OR SURFACES FOR, ROADS, SPORTS GROUNDS, OR THE LIKE; MACHINES OR AUXILIARY TOOLS FOR CONSTRUCTION OR REPAIR  (forming roads or like surfaces by compacting or grading snow or ice"
E01D,"CONSTRUCTION OF BRIDGES, {ELEVATED ROADWAYS} OR VIADUCTS; ASSEMBLY OF BRIDGES  (bridges extending between terminal buildings and aircraft for embarking or disembarking passengers"
E01F,"ADDITIONAL WORK, SUCH AS EQUIPPING ROADS OR THE CONSTRUCTION OF PLATFORMS, HELICOPTER LANDING STAGES, SIGNS, SNOW FENCES, OR THE LIKE"
E01H,STREET CLEANING; CLEANING OF PERMANENT WAYS; CLEANING BEACHES; DISPERSING {OR PREVENTING} FOG IN GENERAL {CLEANING STREET OR RAILWAY FURNITURE OR TUNNEL WALLS} (cleaning in general
E02B,HYDRAULIC ENGINEERING  (ship-lifting
E02C,SHIP-LIFTING DEVICES OR MECHANISMS
E02D,FOUNDATIONS; EXCAVATIONS; EMBANKMENTS  (specially adapted for hydraulic engineering
E02F,DREDGING; SOIL-SHIFTING  (winning peat
